id|Name|Sex|Age|Height|Weight|Team
484|Vladimir Georgiyevich Andreyev|M|23|215|90|Soviet Union
485|Vladimir Vasilyevich Andreyev|M|34|170|58|Russia
486|Yelena Valentinovna Andreyuk (-Chesnokova)|F|21|180|85|Soviet Union
487|Nikolay Yefimovich Andrianov|M|27|166|60|Soviet Union
488|Arkadi Andriasyan|M|25|174|70|Soviet Union
489|Dragan Andri|M|26|192|91|Yugoslavia
490|Michel Andrieux|M|33|192|92|France
491|Gheorghe Andriev|M|28|180|82|Romania
492|Valeriy Oleksandrovych Andriitsev|M|25|181|97|Ukraine
493|Vladimr Andrs|M|27|176|75|Czechoslovakia
494|Yekaterina Sergeyevna Andryushina|F|22|185|70|Russia
495|Bohdan Andrzejewski|M|26|186|72|Poland
496|Robert Sebastian Andrzejuk|M|33|179|75|Poland
497|Matteo Anesi|M|21|185|81|Italy
498|Alberto Angelini|M|21|176|85|Italy
499|Angel Angelov|M|24|170|63|Bulgaria
500|Stefan Georgiev Angelov|M|29|152|48|Bulgaria
501|Yordan Angelov|M|26|196|86|Bulgaria
502|Nadine Marejke Angerer|F|29|174|70|Germany
503|Peter Angerer|M|28|178|73|West Germany
504|Tobias Angerer|M|32|179|72|Germany
505|Paolo Angioni|M|26|177|64|Italy
506|Kurt Steven Angle|M|27|178|100|United States
507|Miguel ngel Angulo Valderrey|M|23|175|70|Spain
508|va Angyal|F|21|163|63|Hungary
509|Victor Chinedu Anichebe|M|20|192|94|Nigeria
510|Yekaterina Yevgenyevna Anikeyeva|F|31|178|63|Russia
511|Nataliya Yuryevna Anisimova (Guskova-)|F|31|174|70|Unified Team
512|Tatyana Mikhaylovna Anisimova (Poluboyarova-)|F|26|172|65|Soviet Union
513|Vera Vasilyevna Anisimova (Mikheyeva-)|F|28|167|52|Soviet Union
514|Marina Vyacheslavovna Anissina (-Dzhigurda)|F|26|162|52|France-1
515|Herta Anita|F|26|183|82|Romania
516|Hannelore Anke (-Hofmann)|F|18|160|52|East Germany
517|Andrija Ankovi|M|23|177|79|Yugoslavia
518|Alyson Regina Annan|F|27|162|65|Australia
519|Martin Annen|M|31|181|98|Switzerland-1
520|Noriko Anno|F|28|162|76|Japan
521|Roman Sergeyevich Anoshkin|M|28|192|95|Russia
522|Sajjad Anoushiravani Hamlabad|M|28|192|105|Iran
523|Aleksandre Anp''ilogovi|M|26|203|96|Soviet Union
524|Daniela Anschtz-Thoms|F|35|165|60|Germany
525|Michel Ansermet|M|35|178|72|Switzerland
526|Giselle Anne Ansley|F|24|176|73|Great Britain
527|Dana Antal|F|24|170|64|Canada
528|Mrta Antal-Rudas|F|27|164|66|Hungary
529|Zdzisaw Antczak|M|28|188|82|Poland
530|Dborah Jessica Anthonioz|F|31|165|52|France
531|Carmelo Kyan Anthony|M|32|203|109|United States
532|Michael Anthony Parris|M|22|173|54|Guyana
533|Michael E. "Mike" Anti|M|40|173|73|United States
534|Salvatore Antibo|M|26|170|52|Italy
535|Joseph Anthony "Joe" Antic|M|29|168|59|India
536|Matthew "Matt" Antoine|M|28|190|84|United States
537|Peter Thomas Antonie|M|34|183|82|Australia
538|Michele Antonioli|M|25|171|69|Italy
539|Mariela Andrea Antoniska Arrondo|F|29|170|70|Argentina
540|Oleg Antonov|M|28|198|88|Italy
541|Semyon Sergeyevich Antonov|M|23|202|97|Russia
542|Vladislav Nikolayevich Antonov|M|22|179|80|Russia
543|Yaroslav Viktorovich Antonov|M|25|198|95|Soviet Union
544|Olena Anatolivna Antonova|F|36|180|95|Ukraine
545|Yelena Petrovna Antonova|F|23|180|78|Soviet Union
546|Hans Bertil Augustin Antonsson|M|30|187|100|Sweden
547|Hans Yngve Antonsson|M|25|179|79|Sweden
548|Oegs Antropovs|M|20|193|83|Soviet Union
549|Ants Antson|M|25|184|84|Soviet Union
550|Kaarlo Johan Jalmari "Kalle" Anttila|M|36|167|64|Finland
551|Nataliya Nikolayevna Antyukh|F|31|182|69|Russia
552|Aleksandr Aleksandrovich Anufriyev|M|26|167|63|Soviet Union
553|Saeed Anwar|M|28|170|71|Pakistan
554|Seiji Aochi|M|29|167|66|Japan
555|Mayumi Aoki (-Nishiguti)|F|19|164|63|Japan
556|Sad Aouita|M|28|175|58|Morocco
557|Eref Apak|M|22|184|120|Turkey
558|Nikolay Sergeyevich Apalikov|M|29|203|105|Russia
559|Onyekachi Apam|M|21|180|79|Nigeria
560|Dmitry Borisovich Apanasenko|M|25|192|86|Unified Team
561|Katrin Apel|F|32|172|62|Germany
562|Knut Tore Apeland|M|25|174|67|Norway
563|Angelica Aposteanu (Chertic-)|F|25|175|67|Romania
564|Chira Irina Apostol (-Stoian)|F|24|180|78|Romania
565|Stoyan Ivanov Apostolov|M|26|170|69|Bulgaria
566|Gabriele Marion "Gaby" Appel (-Reimann)|F|26|154|49|West Germany
567|Tessa Appeldoorn|F|27|177|71|Netherlands
568|Emilia Elisabeth Appelqvist|F|26|168|65|Sweden
569|Ingo Appelt|M|30|182|86|Austria-1
570|William Reuben "Willie" Applegarth|M|21|170|59|Great Britain
571|Gillian Mary Apps|F|30|180|80|Canada
572|Vladimer Aptsiauri|M|26|170|72|Soviet Union
573|Javier Ignacio Aquino Carmona|M|22|165|62|Mexico
574|Reyhan Arabacolu|M|21|170|77|Turkey
575|Claude Henri Ferdinand Dalmas Arabo|M|27|178|73|France
576|Lorenzo Aragon Armenteros|M|30|163|69|Cuba
577|Yosvany Aragn Rodrguez|M|26|186|92|Cuba
578|Hirooki Arai|M|28|180|62|Japan
579|Masao Arai|M|27|164|64|Japan
580|Shizuka Arakawa|F|24|164|50|Japan
581|Erika Araki|F|27|186|78|Japan
582|Yuko Arakida|F|22|173|67|Japan
583|Daniel Aranzubia Aguado|M|20|184|75|Spain
584|Ren Araou|M|21|178|98|France
585|Franjo Arapovi|M|27|211|120|Croatia
586|Magomedkhan Suleymanovich Aratsilov|M|29|180|82|Soviet Union
587|Adriana dos Santos Arajo|F|30|167|60|Brazil
588|Alexandra Araujo|F|32|167|67|Italy
589|Rodica Arba-Pucatu|F|26|179|75|Romania
590|Eduard Arbs Borras|M|25|174|70|Spain
591|Jaime Arbs Serra|M|28|170|64|Spain
592|Juan Arbs Perarnau|M|27|170|72|Spain
593|Anelija Arbutina (-arenac)|F|21|178|68|Yugoslavia
594|Fernando Arcega Aperte|M|23|204|96|Spain
595|Alexander "Sandy" Archer|M|25|180|71|Great Britain
596|Simon David Archer|M|27|189|86|Great Britain-2
597|David John "Dave" Archibald|M|22|187|88|Canada
598|Edward Blake "Ed" Archibald|M|24|182|77|Canada
599|Jeffrey Victor "Jeff" Archibald|M|24|177|68|New Zealand
600|Katie Louise Archibald|F|22|178|70|Great Britain
601|Angelo Arcidiacono|M|28|174|74|Italy
602|Daphne Arden (-Slater)|F|22|167|60|Great Britain
603|Yordanis Arencibia Verdecia|M|28|167|66|Cuba
604|Alessandro Argenton|M|35|172|63|Italy
605|Joahnys Oscar Argilagos Prez|M|19|152|49|Cuba
606|Antonius Budi Ariantho|M|24|170|66|Indonesia-1
607|Luigi Arienti|M|23|168|65|Italy
608|Yuko Arimori (-Wilson)|F|29|166|47|Japan
609|Magomed Davudovich Aripgadzhiyev|M|26|185|81|Belarus
610|William Peixoto Arjona|M|37|186|78|Brazil
611|Anna Valeryevna Arkhipova|F|31|176|63|Russia
612|Vasyl Albertovych Arkhypenko|M|23|178|65|Soviet Union
613|Tobias Arlt|M|26|178|77|Germany
614|Mario Armano|M|21|180|85|Italy-1
615|Mihaela Armescu|F|25|180|74|Romania
616|Barbara Armbrust|F|20|180|79|Canada
617|Heather Joy Armitage (-Young, -McClelland)|F|23|171|64|Great Britain
618|Elizabeth Mary "Lizzie" Armitstead (-Deignan)|F|23|168|55|Great Britain
619|Raymond Richard "Ray" Armstead|M|24|187|76|United States
620|Aaron Nigel Armstrong|M|30|173|70|Trinidad and Tobago
621|Elizabeth "Betsey" Armstrong|F|29|188|77|United States
622|Debra Rae "Debbie" Armstrong|F|20|165|62|United States
623|Duncan John D''Arcy Armstrong|M|20|187|74|Australia
624|Dylan Armstrong|M|27|190|125|Canada
625|Jennifer Margaret "Jenny" Armstrong|F|30|171|59|Australia
626|Kristin Ann Armstrong (-Savola)|F|42|173|58|United States
627|Michel Taylor "Tate" Armstrong|M|20|190|77|United States
628|Jorge Jordi Arnau Creus|M|26|170|66|Spain
629|Javier "Xavi" Arnau Creus|M|23|176|76|Spain
630|Zlatan Arnautovi|M|27|194|93|Yugoslavia
631|Judith Arndt|F|36|173|59|Germany
632|Raul Arnemann|M|23|186|82|Soviet Union
633|Jay Joseph Hoyland Arnette|M|21|188|79|United States
634|Clemens Arnold|M|25|183|87|Germany
635|Donald John "Don" Arnold|M|25|178|83|Canada
636|Virginie Arnold|F|28|155|50|France
637|Emilie Hegh Arntzen|F|22|183|78|Norway
638|Jordi Arrese Casta|M|27|175|74|Spain
639|Jacob Joseph "Jake" Arrieta|M|22|193|102|United States
640|Luis Rolando Arrojo vila|M|24|193|100|Cuba
641|Christine Arron|F|30|177|64|France
642|Ins Arrondo|F|26|167|58|Argentina
643|Francisco Esteban Arru Pardo|M|23|169|64|Chile
644|Israil Magomedgireyevich Arsamakov|M|26|169|85|Soviet Union
645|Samantha "Sam" Arsenault (-Livingstone)|F|18|178|69|United States
646|Abas Arslanagi|M|27|189|97|Yugoslavia
647|Yevgeniya Viktorovna Artamonova-Estes|F|29|191|75|Russia
648|Bakhtiyar Garifulayevich Artayev|M|21|183|75|Kazakhstan
649|Olga Dmitriyevna Arteshina|F|21|191|78|Russia
650|Sedat Artu|M|28|162|56|Turkey
651|Vladimir Nikolayevich Artyomov|M|23|167|63|Soviet Union
652|Migran Arutyunyan|M|27|166|67|Armenia
653|Pr Johan Arvidsson|M|20|183|74|Sweden
654|Skinnar Lars-Gran Arwidson|M|25|180|71|Sweden
655|Andrey Nikolayevich Aryamnov|M|20|172|105|Belarus
656|Vladimir Ivanovich Arzamaskov|M|25|190|87|Soviet Union
657|Yevhen Oleksandrovych Arzhanov|M|24|179|68|Soviet Union
658|Loedmila Arzjannikova|F|34|168|62|Unified Team
659|Mao Asada|F|19|163|50|Japan
660|Laura Asadauskait-Zadneprovskien|F|28|160|49|Lithuania
661|Nobuharu Asahara|M|36|179|76|Japan
662|Giorgi Asanidze|M|28|173|85|Georgia
663|Kevin Yoshimi Asano|M|25|162|60|United States
664|Charles Asati|M|26|178|68|Kenya
665|Nugzar Asatiani|M|27|171|71|Soviet Union
666|Peter Gregory Asch|M|23|188|82|United States
667|Hans-Georg Aschenbach|M|24|175|69|East Germany
668|Sergei Aschwanden|M|32|181|92|Switzerland
669|Marko Tapio Asell|M|26|179|82|Finland
670|Sturla sgeirsson|M|28|182|80|Iceland
671|Mudassar Asghar Saeed|M|28|176|74|Pakistan
672|Glenn Ashby|M|30|170|76|Australia
673|Horace Ashenfelter, III|M|29|178|66|United States
674|Geraldina Rachel "Dina" Asher-Smith|F|20|164|55|Great Britain
675|Evelyn Ashford (-Washington)|F|35|165|52|United States
676|Thomas John Mitchell "Tom" Ashley|M|24|188|70|New Zealand
677|Nickel Ashmeade|M|26|183|77|Jamaica
678|Ruslan Nuraliyevich Ashuraliyev|M|22|174|74|Soviet Union
679|Jessica Ashwood|F|23|173|64|Australia
680|Gerald Howard "Gerry" Ashworth|M|22|180|75|United States
681|Jeanne Chesley Ashworth (-Walker-)|F|21|157|57|United States
682|Dimitra Asilian|F|32|170|60|Greece
683|Arvo Askola|M|26|174|65|Finland
684|Khurshid Aslam|M|24|179|70|Pakistan
685|Fuad Aslanov|M|21|175|74|Azerbaijan
686|Karl Peter slin|M|25|179|79|Sweden
687|Kosovare "Kosse" Asllani|F|27|166|56|Sweden
688|Brahim Asloum|M|21|165|48|France
689|Viktor Karpovich Asmayev|M|32|172|71|Soviet Union
690|Gunnar Henry Asmussen|M|24|184|72|Denmark
691|Simon Olof Karl Aspelin|M|34|185|79|Sweden-2
692|Karl-ke Asph|M|24|184|72|Sweden
693|Valerio Aspromonte|M|25|187|84|Italy
694|Sofia Assefa Abebe|F|24|167|52|Ethiopia
695|Jenni Anna Christina Asserholt|F|17|172|71|Sweden
696|Alina (Galina-) Astafei (-Stavariu, -Kreiig)|F|23|181|59|Romania
697|Polina Hryhorivna Astakhova|F|27|166|56|Soviet Union
698|Igor Vyacheslavovich Astapkovich|M|37|192|120|Belarus
699|Vladimir Aleksandrovich Astapovsky|M|30|186|82|Soviet Union
700|Andrew "Andy" Astbury|M|23|185|81|Great Britain
701|Mark Astley|M|24|180|84|Canada
702|rad Suleyman Aumova|F|46|158|57|Azerbaijan
703|Halina Aszkieowicz (-Wojno)|F|21|179|70|Poland
704|Mahmut Atalay|M|34|171|78|Turkey
705|Vyacheslav Vladimirovich Atavin|M|21|199|93|Soviet Union
706|Abbos Atayev|M|26|186|75|Uzbekistan
707|Manzoor Hussain Atif|M|36|187|73|Pakistan
708|Gillian "Jill" Atkins|F|29|165|65|Great Britain
709|Sidney James Montford "Sid" Atkinson|M|27|186|76|South Africa
710|Arnr Atlason|M|24|191|91|Iceland
711|Robert Allan "Bob" Attersley|M|26|178|74|Canada
712|Francesco Attolico|M|33|193|85|Italy
713|Louis Mark Attrill|M|25|193|95|Great Britain
714|Paul Jason Attwood|M|28|180|97|Great Britain
715|Susanne Jean "Susie" Atwood|F|19|170|66|United States
716|Fernando Atzori|M|22|158|51|Italy
717|Susan Margaret Auch|F|31|172|65|Canada
718|Adrian Mark Aucoin|M|20|188|94|Canada
719|Musa Audu|M|24|174|75|Nigeria
720|Gerhard Auer|M|29|189|95|West Germany
721|Victor Lee "Vic" Auer|M|35|175|73|United States
722|Ingrid Auerswald-Lange (Brestrich-)|F|31|168|58|East Germany
723|Sandra Auffarth|F|29|170|57|Germany
724|Inger Reidun Aufles (Dving-)|F|30|165|54|Norway
725|Stacey Orlando Augmon|M|20|200|87|United States
726|Josef Augusta|M|29|179|86|Czechoslovakia
727|Patrik Augusta|M|22|178|77|Czechoslovakia
728|Seimone Delicia Augustus|F|32|183|74|United States
729|Klaus Auhuber|M|24|186|88|West Germany
730|Apti Khamzatovich Aukhadov|M|19|178|85|Russia
731|Anders Aukland|M|29|181|72|Norway
732|Rein Aun|M|24|189|88|Soviet Union
733|Ove Robert Aunli|M|23|183|75|Norway
734|Berit Kristine Aunli-Kvello|F|27|170|56|Norway
735|Walter Auerdorfer|M|24|178|75|Italy-1
736|Charles Allen Austin|M|28|183|77|United States
737|Michael MacKay "Mike" Austin|M|21|185|85|United States
738|Timothy "Tim" Austin|M|21|167|51|United States
739|Hennadiy Valentynovych Avdieienko|M|24|202|82|Soviet Union
740|Ilya Izyaslavovich Averbukh|M|28|177|68|Russia-1
741|Tatyana Borisovna Averina-Barabash|F|25|165|61|Soviet Union
742|Mykola Viktorovych Avilov|M|27|191|89|Soviet Union
743|Mariana Avitia Martnez|F|18|164|61|Mexico
744|Nazmi Avluca|M|31|177|84|Turkey
745|Giorgio Avola|M|23|178|72|Italy
746|Hennadiy Viktorovych Avramenko|M|23|178|72|Soviet Union
747|Jacky Nicolas Avril|M|28|176|66|France
748|Suguru Awaji|M|22|174|67|Japan
749|Mohd Azizulhasni Awang|M|28|166|69|Malaysia
750|Nduka Awazie|M|19|172|74|Nigeria
751|Albert "Albie" Axelrod|M|39|183|86|United States
752|Viktor Axelsen|M|22|194|88|Denmark
753|Anders Per-Johan Axelsson|M|30|185|86|Sweden
754|Ture Wilhelm Axelsson|M|27|178|74|Finland
755|William Ayache|M|23|176|72|France
756|Roberto Fabin Ayala|M|31|177|75|Argentina
757|Almaz Ayana Eba|F|24|166|47|Ethiopia
758|Aleksey Petrovich Aydarov|M|23|187|81|Belarus
759|Camille Anas Ayglon-Saurina|F|31|180|66|France
760|Ahmet Ayk|M|30|178|97|Turkey
761|Turgut Ayka|M|26|168|57|Turkey
762|Luciana Paula "Lucha" Aymar|F|34|178|59|Argentina
763|David Valeryevich Ayrapetyan|M|28|158|49|Russia
764|Arthur DeLancey "Dan" Ayrault, Jr.|M|25|193|86|United States
765|Sanjay Claude Ayre|M|20|188|84|Jamaica
766|Sarah Lianne Ayton (-Dempsey)|F|28|167|63|Great Britain
767|Kazm Ayvaz|M|26|173|70|Turkey
768|Khurshid Azam|M|22|171|67|Pakistan
769|Viktoriya Fyodorovna "Vika" Azarenko|F|22|183|60|Belarus
770|Yelena Yuryevna Azarova|F|31|165|64|Russia
771|Albert Azaryan|M|31|174|72|Soviet Union
772|Eduard Azaryan|M|22|175|68|Soviet Union
773|Filiberto Azcuy Aguilera|M|27|177|74|Cuba
774|Isaac Azcuy Oliva|M|27|178|80|Cuba
775|Anthony Lawrence "Tony" Azevedo|M|26|186|90|United States
776|Abdul Wahid Aziz|M|Null|174|67|Iraq
777|Tariq Aziz|M|30|178|71|Pakistan
778|Minneula Zinyatovich Azizov|M|29|171|73|Soviet Union
779|Karina Borisovna Aznavuryan|F|29|170|59|Russia
780|Sandra Azn Canalda|F|30|171|68|Spain
781|Jrmie Azou|M|27|178|71|France
782|Okechukwu Godson Azubuike|M|19|170|68|Nigeria
783|Jennifer Lynn Azzi|F|27|172|64|United States
784|Mehdi Abdelhafid Baala|M|29|183|65|France
785|Roland Baar|M|31|196|90|Germany
786|Alexander German "Sander" Baart|M|24|178|76|Netherlands
787|Christina Wilhelmina "Stien" Baas-Kaiser|F|33|174|69|Netherlands
788|Jaroslav Bba|M|19|199|86|Czech Republic
789|Inha Alvidasivna Babakova (Butkus-)|F|29|180|60|Ukraine
790|Tijani Babangida|M|22|169|69|Nigeria
791|Svetlana Viktorovna Babanina|F|21|173|62|Soviet Union
792|Jack Babashoff, Jr.|M|21|191|84|United States
793|Shirley Frances Babashoff|F|19|178|67|United States
794|Celestine Boyd Jonto Hycieth Babayaro|M|17|173|66|Nigeria
795|Kristen Elizabeth Babb-Sprague|F|23|178|58|United States
796|Henry Stoddard "Harry" Babcock|M|21|188|75|United States
797|Alonzo Carl Babers|M|22|188|70|United States
798|Yevgeny Makarovich Babich|M|35|170|73|Soviet Union
799|Sorin Babii|M|28|170|80|Romania
800|Sergey Panteleymonovich Babinov|M|20|181|83|Soviet Union
801|Richard Aldrich "Rink" Babka|M|23|195|121|United States
802|Jochen Babock|M|22|182|91|East Germany-1
803|Alesya Aleksandrovna Babushkina|F|19|170|55|Belarus
804|Juraj Baa|M|27|186|87|Slovakia
805|Bjrn Bach|M|28|195|92|Germany
806|Marta Bach Pascual|F|19|176|66|Spain
807|Michael Richardson Bach|M|24|193|89|United States
808|Thomas Bach|M|22|171|65|West Germany
809|Jochen Bachfeld|M|23|172|54|East Germany
810|Reinhold Bachler|M|23|174|70|Austria
811|Ulrich "Ueli" Bchli|M|30|184|90|Switzerland-1
812|Alfred "Fredy" Bachmann|M|27|180|70|Switzerland
813|Sebastian Bachmann|M|25|182|71|Germany
814|Tina Bachmann|F|26|165|64|Germany
815|Isabell Bachor|F|21|174|63|Germany
816|Yury Kuzmich Bachurov|M|26|176|76|Soviet Union
817|Ion Baciu|M|24|165|57|Romania
818|Per Anders Bckegren|M|23|192|89|Sweden
819|David Anthony Backes|M|25|190|100|United States
820|Robin James Backhaus|M|17|183|77|United States
821|Stephen James "Steve" Backley|M|31|195|102|Great Britain
822|Rune Christian Bckman|M|25|191|93|Sweden
823|Eric Natanael Backman|M|23|172|64|Sweden
824|Lars Nicklas Bckstrm|M|26|185|95|Sweden
825|Niklas Oskar Bckstrm|M|31|185|89|Finland
826|Charles James Bacon, Jr.|M|23|183|77|United States
827|Stanley Vivian Bacon|M|22|161|69|Great Britain
828|Diana Bacosi|F|33|175|85|Italy
829|Timea Bacsinszky|F|27|170|62|Switzerland
830|Pter Baczak|M|28|171|84|Hungary
831|Sunday Bada|M|31|188|79|Nigeria
832|Antnio Carlos "Badalhoca" Gueiros Ribeiro|M|26|193|84|Brazil
833|Lance Thomas Bade|M|25|170|88|United States
834|Ioana Badea|F|20|180|78|Romania
835|Andrzej Stanisaw Badeski|M|21|173|68|Poland
836|douard Ferdinand Bader|M|20|172|76|France
837|Josef "Pepi" Bader|M|30|188|90|West Germany-1
838|Franck William Badiou|M|25|174|68|France
839|Gabriele Badorek (Soltau-)|F|23|180|75|East Germany
840|Bair Dorzhiyevich Badyonov|M|32|178|75|Russia
841|Bae Min-Hee|F|20|169|56|South Korea
842|Baek Hyeon-Man|M|24|189|91|South Korea
843|Baek Myeong-Seon|F|20|173|64|South Korea
844|Baek Seong-Dong|M|20|171|66|South Korea
845|Cameron "Cam" Baerg|M|31|182|90|Canada
846|Armen Yuryevich Bagdasarov|M|23|190|100|Uzbekistan
847|Antanas Bagdonaviius|M|30|187|85|Soviet Union
848|Nathan Baggaley|M|28|193|90|Australia
849|Mohammad Bagheri Motamed|M|26|181|68|Iran
850|Yelizaveta Petrovna Bagryantseva (-Verkhoshanskaya)|F|31|170|76|Soviet Union
851|Oleksandr Mykolaiovych Bahach|M|29|194|135|Ukraine
852|Julien Bahain|M|22|190|93|France
853|Kamal Bahamdan|M|42|172|69|Saudi Arabia
854|Mohamed Bahari|M|20|180|75|Algeria
855|Mykola Lvovych Bahlei|M|27|190|88|Soviet Union
856|Angelika Bahmann|F|20|165|69|East Germany
857|Gunnar Bahr|M|25|185|87|Germany
858|Jrgen Bhringer|M|29|189|93|East Germany
859|Shannon Deanne Bahrke|F|29|162|55|United States
860|Anke Baier-Loef|F|21|164|61|Germany
861|Laimut Baikauskait|F|32|162|58|Soviet Union
862|Margaret Ann Bailes (Johnson-)|F|17|170|65|United States
863|Antonio Bailetti|M|22|179|70|Italy
864|Aleen May Bailey|F|23|170|64|Jamaica
865|Angela Bailey|F|22|157|56|Canada
866|Christina "Chris" Bailey|F|30|167|73|United States
867|Donovan Bailey|M|28|183|82|Canada
868|Emmanuel McDonald Bailey|M|31|180|65|Great Britain
869|Ryan Bailey|M|32|198|111|United States
870|Kemar Bailey-Cole|M|24|193|84|Jamaica
871|Timothy "Tim" Baillie|M|33|176|78|Great Britain-1
872|Christopher Latham "Chris" Baillieu|M|26|190|85|Great Britain
873|Sandrine Bailly|F|30|172|58|France
874|Patrice Bailly-Salins|M|29|176|67|France
875|Andretti "Dretti" Bain|M|22|175|65|Bahamas
876|Angie Lee Bainbridge|F|22|181|67|Australia
877|George Hetzel Baird|M|21|175|66|United States
878|Svetlana Nikolayevna Baitova|F|16|152|39|Soviet Union
879|Oksana Serhivna Baiul|F|16|159|43|Ukraine
880|Kroly Bajk|M|28|184|89|Hungary
881|Vesna Bajkua|F|18|176|67|Yugoslavia
882|Marek Antoni Bajor|M|22|183|77|Poland
883|Fatmire "Lira" Bajramaj (-Alushi)|F|20|170|58|Germany
884|Nawaz Khizar Bajwa|M|22|170|68|Pakistan
885|Wiliam Robert "Bill" Baker|M|23|185|89|United States
886|Kathleen Baker|F|19|173|68|United States
887|Keshia Chantay Baker (-Kirtz)|F|24|170|62|United States
888|Laurie Baker (-Mutch)|F|25|170|61|United States
889|Mashu Baker|M|21|178|90|Japan
890|Shakira Baker|F|24|172|89|New Zealand
891|Walter Thane Baker|M|25|183|72|United States
892|Vincent Lamont "Vin" Baker|M|28|207|109|United States
893|Jill Bakken (-Linder)|F|25|167|65|United States-2
894|Billy Pierre Bakker|M|23|188|82|Netherlands
895|Glenys Bakker|F|43|170|73|Canada
896|Pl Bak|M|26|180|72|Hungary
897|Zoltn Bak|M|24|190|80|Hungary
898|Niki Bakogianni|F|28|170|52|Greece
899|Pter Bakonyi (Buchwald-)|M|34|183|71|Hungary
900|Kroly Bakos|M|25|171|75|Hungary
901|Ani Stoyanova "Anka" Bakova|F|23|175|75|Bulgaria
902|Vladimir Nikolayevich Bakulin|M|29|156|52|Soviet Union
903|Nicolas Bal|M|19|180|73|France
904|Hanna Serhivna Balabanova (Nepitaieva-)|F|34|178|72|Ukraine
905|Roberto Balado Mndez|M|23|171|91|Cuba
906|Georgiy Ruslanovich Balakshin|M|28|161|51|Russia
907|Anioara Blan-Dobre|F|26|176|71|Romania
908|Dmitry Igorevich Balandin|M|21|195|85|Kazakhstan
909|Iolanda Bala (-Ster)|F|27|185|72|Romania
910|Andrey Vasilyevich Balashov|M|34|175|93|Soviet Union
911|Roman Vladimirovich Balashov|M|27|192|96|Russia
912|Fulvio Balatti|M|22|185|88|Italy
913|Nikolay Fyodorovich Balboshin|M|27|188|100|Soviet Union
914|Ledys Frank Balceiro Pajn|M|29|178|78|Cuba
915|Andrs Balcz|M|34|181|73|Hungary
916|Helmts Balderis-Sildedzis|M|27|178|89|Soviet Union
917|Ubaldesco Baldi|M|32|185|82|Italy
918|Andrea Baldini|M|26|175|70|Italy
919|Stefano Baldini|M|33|176|62|Italy
920|Giuseppe Baldo|M|22|169|66|Italy
921|Marta Bald Marn|F|17|165|40|Spain
922|Brita Pia Baldus|F|27|157|51|Germany
923|John Lee "Johnny" Baldwin|M|19|178|71|United States
924|Ivano Bali|M|33|190|96|Croatia
925|Lszl Blint|M|24|180|78|Hungary
926|Mirsad Balji|M|22|185|80|Yugoslavia
927|Nikolaus "Klaus" Balkenhol|M|56|178|83|Germany
928|Marcel Gerard Balkestein|M|31|180|77|Netherlands
929|Ashleigh Julia Ball|F|26|181|70|Great Britain
930|Catherine Northcutt "Catie" Ball (-Condon)|F|17|170|58|United States
931|James Allan "Jimmy" Ball|M|29|180|69|Canada
932|Lloy James Ball|M|36|203|95|United States
933|Rudolf Victor "Rudi" Ball|M|20|163|63|Germany
934|Jzsef Balla|M|24|190|120|Hungary
935|Flicia Michele Sylviane Ballanger (-Vetu)|F|29|168|70|France
936|Daniel Ballart Sans|M|23|178|73|Spain
937|Jos Luis Ballester Tuliesa|M|27|173|72|Spain
938|Ian Roy Ballinger|M|42|185|71|New Zealand
939|Darren Balmforth|M|27|178|70|Australia
940|Coralie Balmy|F|25|180|67|France
941|Ambrus Balogh|M|36|172|73|Hungary
942|Beatrix Balogh (-Csata)|F|25|165|65|Hungary
943|Gbor Balogh|M|24|187|76|Hungary
944|Suzanne Elspeth "Suzy" Balogh|F|31|166|85|Australia
